knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex
12a_998,{-1;2;3;3;2;-1;2;-3;2;2;-1;2;-1},784,1016,1432,30866
12a_999,{1;-2;-2;1;1;-2;-2;-2;1;1;-2;-2},320,322,322,25656
12a_1000,{-1;2;-1;-2;3;3;-2;-2;3;-2;-2;3;3},640,642,898,41748
12a_1001,{1;-2;1;2;3;4;4;3;-2;-2;3;-4;3;-2;-2;-3},1702,2728,8284,318992
12a_1002,{1;-2;-2;-2;1;-2;1;1;-2;1;-2;-2},348,350,350,25192
12a_1003,{1;-3;-3;-2;-2;1;-2;-2;3;-2;1;-2;-2},794,796,932,47024
12a_1004,{1;-2;3;1;3;4;2;4;2;4;3;-2;3;2;-4;3},1766,1888,5964,449688
12a_1005,{1;1;-2;1;3;-2;-2;1;-2;-3;1;-3;-2},734,780,1184,36938
12a_1006,{-1;2;-1;-2;3;-2;3;3;-2;3;-2;-2;3},800,802,1098,35356
12a_1007,{-1;2;3;-1;3;-1;-1;-1;2;-3;2;-1;2},466,508,744,57480
12a_1008,{-1;2;-3;2;-3;2;-3;1;-3;-4;3;1;2;-4},1678,1688,2656,68432
12a_1009,{-1;2;2;2;2;-1;2;-3;2;3;-1;3;2},430,452,792,50354
12a_1010,{1;-2;1;2;-3;-2;3;-2;3;-2;3;3;3;4;-3;4},1380,1742,4892,490312
12a_1011,{1;-2;1;1;1;-2;1;-2;-2;-2;-2;1},250,252,252,34484
12a_1012,{1;1;1;-2;1;-2;3;-2;1;-3;1;-3;-2},496,514,850,49604
12a_1013,{1;-2;-2;-2;1;-2;1;1;1;1;-2;1},248,250,250,34808
12a_1014,{-1;-1;-1;2;3;-1;3;2;-3;2;-1;2;2},438,550,842,51990
12a_1015,{1;2;-3;2;-3;-3;-3;-3;2;2;1;-3;-2},510,568,832,45768
12a_1016,{1;-2;-1;3;-1;3;-2;3;4;-3;-2;4;3;-2},1018,1072,3028,63312
12a_1017,{-1;2;-1;-2;3;-2;3;3;3;3;-2;3;3},444,446,614,64620
12a_1018,{-1;2;-1;-2;3;-2;3;4;4;3;-2;-4;3;3},990,1232,2856,63224
12a_1019,{-1;2;-3;4;-1;2;-3;-1;2;4;-3;4},1542,1544,1544,9064
12a_1020,{1;-2;3;-4;1;3;-2;1;3;-2;-4;3},1558,1560,1560,9194
12a_1021,{1;2;2;-3;4;2;-3;1;2;4;-3;4;-3;-2},2096,2176,3976,50684
12a_1022,{1;2;-3;4;2;-3;4;-3;1;5;4;-2;-3;4;3;-5;4},4162,6780,31728,393768
12a_1023,{-1;-1;-1;2;2;2;2;3;3;2;-1;2;-3},360,388,596,63336
12a_1024,{-1;2;3;-4;-2;-4;-4;3;-4;3;2;1;1;2},1058,1100,2652,68264
12a_1025,{-1;-1;-1;-2;3;-2;3;1;-2;3;-2;-1;3},698,798,1160,40122
12a_1026,{1;-2;-3;4;-3;4;2;-3;-1;4;-3;-1;-2;4},1914,2088,3724,51180
12a_1027,{1;-2;-2;-2;-2;1;1;1;1;-2;-2;-2},158,160,160,48668
12a_1028,{1;1;1;-2;-2;-2;-3;1;-3;-2;3;-2;1},390,514,794,49110
12a_1029,{-1;2;-1;-2;3;3;3;3;-2;-2;-2;-2;3},342,344,496,69080
12a_1030,{1;-2;-3;4;4;4;4;-3;-2;3;4;-1;-1;-2},614,776,2112,82416
12a_1031,{-1;-1;-1;2;3;-1;3;-1;-1;2;-3;2;-1},398,442,642,69462
12a_1032,{-1;2;-3;-4;3;-4;-3;2;-3;1;-3;1;-3;2},890,1024,2384,81856
12a_1033,{-1;2;-1;-2;3;4;-3;4;3;-2;-2;-2;-2;3},654,672,2032,82320
12a_1034,{-1;2;-1;-2;3;-2;-3;4;5;5;4;-3;-2;4;-5},1614,2040,7576,102384
12a_1035,{-1;2;-3;4;2;3;1;1;2;2;3;3;3;3;-2;4},1474,2620,5528,426708
12a_1036,{-1;2;-3;2;1;1;1;1;1;2;2;-3;2},518,552,636,60224
12a_1037,{1;1;2;-1;2;2;3;-2;4;-3;2;4;3;3;5;-4;5},2892,3902,13990,800030
12a_1038,{1;-2;1;2;2;3;-4;3;-2;3;3;-4;3;2},1490,1492,2760,67736
12a_1039,{-1;-1;-1;2;-3;4;-1;2;-3;4;4;4},570,572,572,20976
12a_1040,{1;-2;-3;4;-5;1;2;-3;2;-5;-5;4;-5},1652,1758,2054,25494
12a_1041,{-1;2;3;3;3;3;2;-1;2;-3;2;-1;2},768,860,1040,41090
12a_1042,{-1;2;3;3;2;-1;-1;-1;2;-3;2;-1;2},744,864,1260,34850
12a_1043,{-1;2;-3;2;-3;2;1;1;2;-3;-4;3;2;-4},1538,1612,3736,49684
12a_1044,{-1;2;3;-4;3;-4;3;-2;3;1;-4;3;1;2},2254,2400,3864,51712
12a_1045,{-1;2;3;-4;-1;2;-3;2;2;2;2;3;3;-4},998,1140,1900,87680
12a_1046,{-1;2;-3;4;5;-1;-2;-4;5;4;3;-2;3;3;4},2266,2488,7760,99808
12a_1047,{1;-2;-2;-2;-2;1;1;-2;-2;1;1;-2},282,284,284,28620
12a_1048,{1;-2;-2;1;1;-2;-3;1;-3;-2;3;-2;1},646,810,1234,33910
12a_1049,{-1;2;3;-1;3;-2;3;4;-2;-2;-2;-2;-3;4},1224,1338,1642,99148
12a_1050,{1;-2;-3;4;-3;2;-3;2;4;3;1;-2;3;-2},1978,2306,4580,43736
12a_1051,{1;-2;1;1;1;1;1;-2;-2;1;1;-2},216,218,218,37824
12a_1052,{1;-2;1;2;2;-3;-3;2;2;-3;2;-3;2},748,750,950,40676
12a_1053,{1;1;-3;-3;-2;1;-2;3;-2;1;1;-2;-2},712,756,930,45398
12a_1054,{-1;2;-1;-2;-3;-3;4;-3;2;-3;2;-3;2;3;4;-3},2046,2384,8832,306848
12a_1055,{-1;4;5;-4;3;2;-1;-2;-4;-3;-5;4;3;3;-2;3;-2},3576,4740,22344,530424
12a_1056,{-1;-1;2;2;-3;-1;2;-1;2;2;3;3;2},630,632,1088,37104
12a_1057,{1;2;-3;2;3;-4;3;2;-4;-5;1;-4;-2;3;-4;5;-4},2484,4938,27270,470122
12a_1058,{-1;3;2;4;5;-1;-4;-2;3;-2;-4;-3;-5;4;3;3;-2},3050,4724,24148,508848
12a_1059,{-1;2;3;3;3;3;2;2;-1;2;-3;2;2},554,648,734,55316
12a_1060,{-1;-1;3;3;2;2;-1;2;-1;-3;2;2;2},566,568,728,55866
12a_1061,{-1;2;3;3;2;2;-1;2;-3;2;-1;-1;2},760,1078,1364,31160
12a_1062,{-1;2;1;3;1;3;-4;3;-2;3;3;-4;3;2},1646,1648,2606,76424
12a_1063,{1;2;-3;-4;-4;2;3;3;-4;3;1;-4;3;-2},2014,2304,3160,55264
12a_1064,{-1;2;2;2;-1;2;-3;2;-1;3;-1;3;2},544,562,930,43868
12a_1065,{1;-2;3;-2;3;-4;3;-2;4;1;-2;3;-2;4},1870,1948,4128,51340
12a_1066,{1;2;-3;2;2;2;-3;-3;2;2;1;-3;-2},614,676,984,39384
12a_1067,{1;-2;3;3;-4;3;-2;4;1;-2;3;-2;4;3},1524,1558,3830,51998
12a_1068,{1;-2;1;2;3;4;-3;4;3;-2;-2;3;3;-2;-2;-3},1134,1520,7232,326608
12a_1069,{1;1;-5;4;-5;3;4;-2;-3;4;1;-2;-3;2;2;-1;2},3300,7254,19188,628524
12a_1070,{-1;2;3;-4;-1;-2;3;-4;3;2;2;2;3;-4},1696,1842,3106,60580
12a_1071,{-1;2;3;3;2;-1;2;-3;-1;2;2;2;-1},682,870,1246,34030
12a_1072,{-1;-1;-1;-2;-2;3;-2;1;-2;3;-2;-1;3},686,770,1064,40482
12a_1073,{-1;3;4;4;3;3;2;-3;2;1;1;-2;-4;3;3;-2},1748,3036,7472,337056
12a_1074,{-1;2;3;-4;-1;3;-2;3;-4;3;2;2;2;3},1798,1892,3028,60536
12a_1075,{-1;-2;-2;-3;4;3;-2;-2;3;1;3;1;2;-3;2;4},1930,2644,7676,330796
12a_1076,{-1;2;3;-4;-1;-2;3;-4;-4;3;2;2;3;-4},1636,1754,3430,56212
12a_1077,{1;-2;-3;4;-3;4;2;-3;-1;-3;4;-1;-3;-2},1862,1992,3432,55300
12a_1078,{-1;-1;2;-3;2;-1;2;-1;-1;2;3;3;2},800,802,1262,33662
12a_1079,{-1;2;3;3;2;-1;2;-1;2;2;-3;2;-1},926,1110,1470,29886
12a_1080,{-1;-4;3;2;2;3;3;-4;3;-2;3;-1;3;2},1318,1696,2864,65936
12a_1081,{-1;3;-4;3;-4;3;2;-3;-4;2;-1;-4;3;2},1350,1432,3552,52272
12a_1082,{-1;2;3;-1;3;3;2;2;2;-3;2;-4;3;-4},1164,1338,1902,85588
12a_1083,{-1;-1;2;-1;-3;-1;2;2;2;3;-1;3;2},496,518,846,49022
12a_1084,{1;-4;3;2;2;-4;2;-3;2;2;2;1;-3;-2},1046,1124,1848,94832
12a_1085,{1;1;4;5;3;-4;5;-2;-3;-4;-4;2;2;-3;2;-1;2},4146,6336,18116,667664
12a_1086,{1;-2;1;2;-3;-4;2;-4;-3;-3;2;-3;4;-3},1476,1742,2966,62148
12a_1087,{1;-4;3;-4;2;-3;2;-3;-3;2;2;1;-3;-2},1494,1756,3032,56752
12a_1088,{1;-2;1;2;3;-4;-4;3;-2;-2;-3;-4;2;2;3;-4},1516,1804,7406,394468
12a_1089,{-1;2;3;-1;3;3;2;-3;2;-4;2;2;3;-4},1022,1188,1740,94936
12a_1090,{1;-5;4;-3;4;-2;1;5;-4;2;-3;2;-3;-4;3;2;2},3930,5100,22000,556880
12a_1091,{-1;-1;2;-3;2;2;-1;-1;2;3;-1;3;2},748,786,1106,37870
12a_1092,{1;-2;1;2;3;-4;3;-4;3;-2;-2;-3;2;-4;2;3},1770,1944,8220,331344
12a_1093,{1;-2;-3;4;1;-2;4;3;-2;-3;4;4;-3;4},1098,1386,3100,60304
12a_1094,{-1;4;5;-4;-3;5;4;-2;3;-2;3;3;-1;3;2},1902,2136,5872,129376
12a_1095,{1;-4;-4;2;-3;2;3;-4;3;-4;1;-4;3;-2},1238,1528,2968,60880
12a_1096,{1;-2;-3;1;-3;4;2;-3;4;-3;-2;-2;-3;4},1680,1758,3432,54136
12a_1097,{1;1;5;-4;5;4;3;2;2;3;4;-3;4;1;-2;-3;2;-1;2},3774,8514,57988,2937994
12a_1098,{-1;3;2;-3;2;1;1;2;3;-4;3;-2;3;-4;3;2},2278,2644,11340,257272
12a_1099,{1;-3;-3;-2;-2;1;-2;3;-2;1;-2;-2;-2},702,704,850,50222
12a_1100,{1;1;-2;1;1;-2;3;-2;1;-2;-3;-3;-2},666,668,1172,36992
12a_1101,{1;-2;-3;-3;-2;1;-2;3;-2;-2;1;-2;-2},652,838,1188,38384
12a_1102,{-1;-3;4;2;-3;2;-1;2;-3;4;-3;2},1598,1600,1600,8636
12a_1103,{-1;3;4;-2;-3;-3;4;-3;2;-3;-2;4;-3;-2;-1;2},1390,2268,10656,269792
12a_1104,{1;-4;-3;2;-3;-3;2;-3;-3;2;1;-4;3;-2},1160,1604,3110,60318
12a_1105,{-1;2;-3;4;2;-1;2;-3;2;-3;4;-3},1458,1460,1460,9408
12a_1106,{1;2;-3;4;-3;2;1;-3;4;-3;5;4;-2;-3;4;3;-5},5604,9198,30954,417280
12a_1107,{1;-2;1;2;-3;-3;-3;2;-3;-3;2;-3;-3},516,518,742,54948
12a_1108,{1;-2;1;2;-3;-4;3;2;-4;-3;-3;2;-3;-3},920,1078,2728,67928
12a_1109,{-1;2;2;-1;2;2;3;-1;3;2;-1;2;-3},796,908,1228,34024
12a_1110,{-1;3;2;-3;2;1;1;-4;2;3;-2;-4;3;-4;3;2},2170,2616,10996,264200
12a_1111,{-1;-1;2;-1;-3;2;-1;2;-1;3;-1;3;2},664,710,1078,44054
12a_1112,{-1;2;-3;4;2;3;1;3;1;3;3;2;-3;2;3;4},1582,1624,5368,478740
12a_1113,{1;1;2;-1;-3;-2;-4;3;2;2;5;4;4;3;3;4;5},2768,2936,16600,675694
12a_1114,{1;-2;-2;-2;-2;-2;1;-2;-2;1;-2;-2},184,186,186,48024
12a_1115,{-1;2;-1;-2;-2;-2;3;-2;-2;3;-2;-2;3},556,558,662,61452
12a_1116,{1;-2;-2;-3;1;-3;-2;-2;-2;3;1;-2;-2},538,710,946,42188
12a_1117,{1;-2;3;4;1;2;4;2;-3;4;5;2;-3;-4;5},4156,4228,6538,126996
12a_1118,{-1;2;-3;-1;-3;4;-3;-3;4;-3;-2;3;-2;4},1666,1668,2728,68056
12a_1119,{-1;2;2;-1;2;-3;2;-1;-1;3;-1;3;2},562,576,924,44570
12a_1120,{1;-2;-2;-2;-2;-2;1;-2;1;1;-2;1},228,230,230,36392
12a_1121,{-1;2;-1;-2;-2;-2;3;-2;3;3;-2;3;3},536,538,642,61788
12a_1122,{1;-3;4;-3;2;-3;1;-3;2;4;-3;2;-1;2},1908,2094,3642,58044
12a_1123,{-1;2;-1;-2;-3;4;-2;4;3;2;-3;2;-3;4;-3;4},1212,2244,8972,306904
12a_1124,{-1;2;3;-4;5;6;-1;-2;3;-4;-5;-2;-3;4;6;5},-2,9800,23808,148392
12a_1125,{-1;2;2;2;2;1;1;2;-3;-4;2;3;-4;-3},630,648,1776,89568
12a_1126,{-1;-2;3;4;5;5;4;-5;4;3;-4;-2;-1;2;3},1062,2112,8544,93608
12a_1127,{-1;2;3;-4;5;6;-1;-2;3;-2;-5;6;-4;5},-2,3252,6888,32916
12a_1128,{1;-2;-2;-2;-2;-2;-2;1;1;1;1;-2},118,120,120,60668
12a_1129,{1;1;1;-2;-3;1;-3;-2;3;-2;-2;-2;1},362,470,694,57822
12a_1130,{1;1;1;-2;-3;1;-3;-2;-2;-2;3;-2;1},470,598,750,54126
12a_1131,{-1;-1;-1;-1;-1;2;3;-1;3;2;-3;2;-1},286,350,526,74766
12a_1132,{1;-2;1;2;-3;2;-3;-3;-3;-4;-4;-3;2;4},754,808,2020,82120
12a_1133,{1;-2;3;4;-3;4;3;-2;3;-1;-1;-2;-2;-2},794,1016,2512,73600
12a_1134,{1;-2;1;1;1;1;1;1;1;-2;-2;-2},92,94,94,76592
12a_1135,{-1;-1;-1;2;3;3;2;-3;2;2;2;-1;2},254,428,660,59856
12a_1136,{-1;-1;-1;2;3;3;2;2;2;-3;2;-1;2},374,588,748,53376
12a_1137,{-1;2;3;-4;2;-4;-4;3;-4;3;2;-3;1;-3;1;2},1262,2268,6444,409112
12a_1138,{1;-2;-3;4;4;4;4;-3;2;-3;4;-1;-1;-2},1094,1208,2112,82416
12a_1139,{-1;-2;-3;4;5;-3;5;4;-5;4;-3;-2;-1;2;3},1708,2506,8864,92418
12a_1140,{-1;2;3;-4;-4;-4;3;-4;3;-2;3;1;1;2},1502,1664,2592,69376
12a_1141,{1;-2;3;-4;1;2;-3;2;2;2;2;-3;-3;-4},1026,1080,1900,87680
12a_1142,{1;-2;-3;4;2;3;-4;3;3;3;-2;3;-1;-4;-1;-2},1666,1768,7640,347664
12a_1143,{1;4;-3;-3;-2;3;4;5;-4;-2;1;5;4;-3;-2},1830,1872,8032,97312
12a_1144,{1;-2;1;2;-3;2;-3;-4;3;-4;5;-4;3;-4;-3;-5;2},5270,5480,23156,500784
12a_1145,{1;-2;-3;1;-3;-3;2;2;2;2;2;-3;2},392,446,458,78180
12a_1146,{-1;2;-3;-4;2;-4;-4;3;-4;3;2;1;1;2},1282,1340,2652,68264
12a_1147,{-1;-1;-1;2;2;2;3;-1;3;2;2;2;-3},362,484,566,63052
12a_1148,{1;-2;3;-4;1;3;3;3;-4;2;-4;-4;-3;2},1576,1602,2002,84060
12a_1149,{1;-2;3;-4;-5;1;3;-5;2;-5;4;-5;4;-3;2},4688,4906,6354,121404
12a_1150,{1;-4;3;-4;2;-3;2;2;2;-3;-3;1;-3;-2},1158,1244,1960,83696
12a_1151,{1;-2;-3;1;-3;-3;-2;3;-2;4;5;-3;-4;5;4},1818,2004,5776,128440
12a_1152,{-1;-3;4;2;-3;2;-1;-3;2;4;-3;2},1566,1568,1568,8772
12a_1153,{-1;-4;3;2;2;2;2;-4;2;3;-2;-1;3;2},822,900,1456,108848
12a_1154,{1;-2;1;2;-5;4;-3;4;5;-4;2;-3;2;-3;-4;3;2},4542,5256,24020,541440
12a_1155,{-1;-2;3;3;-4;-2;3;1;1;-2;3;4;4;3;2;2},2830,3312,8520,316496
12a_1156,{-1;2;3;-1;2;2;2;3;-4;3;-2;3;3;-4},1232,1786,2478,71790
12a_1157,{-1;2;3;-1;3;3;3;3;3;3;-2;3;-2},268,274,286,108300
12a_1158,{-1;2;2;2;-3;-4;2;3;-4;-3;2;1;1;2},890,912,2600,69680
12a_1159,{-1;2;-3;-4;2;3;-4;-3;2;1;1;2;2;2},834,1040,2616,68576
12a_1160,{1;1;2;-1;2;2;3;-2;-2;-4;3;2;-4;-5;4;3;-5},1994,2612,12216,964036
12a_1161,{-1;-2;3;-4;5;3;5;4;-5;4;3;-2;-1;2;3},2328,2764,8864,92418
12a_1162,{1;-2;-3;-4;1;3;-4;2;2;2;2;2;-3;2},646,812,1412,117000
12a_1163,{-1;-2;3;4;5;5;4;-5;4;-3;4;-2;-1;2;3},1158,2336,8544,93608
12a_1164,{-1;2;3;4;-1;4;4;-3;4;-2;4;4;3;-2},1040,1142,1818,98964
12a_1165,{1;-2;3;-4;-5;1;3;3;3;4;-5;-4;2;-3;2},2694,2744,6436,121368
12a_1166,{1;-2;3;-4;-5;-6;1;3;5;-6;2;4;-5;4;-3;2},-2,8972,21940,156888
12a_1167,{-1;4;3;3;-2;3;-2;3;-2;-2;-1;4;-3;2},1600,1868,2950,60606
12a_1168,{1;-2;1;1;-2;-2;-2;1;1;-2;-2;-2},272,274,274,30936
12a_1169,{-1;-2;3;3;-2;-2;-2;3;-2;3;-1;3;2},622,684,944,40440
12a_1170,{-1;2;-1;-2;3;-2;3;3;-2;-2;-2;3;3},606,608,832,44328
12a_1171,{-1;2;-1;-2;3;-2;3;-4;-3;4;-3;-2;3;4;3;3},856,1142,8606,326116
12a_1172,{1;1;-2;1;1;-2;-2;3;-2;1;-2;-3;-3},802,804,948,44650
12a_1173,{1;2;-3;2;3;3;-4;-5;3;-4;2;1;-2;3;-4;5;-4},4024,6478,24838,491818
12a_1174,{1;-2;1;2;-3;2;2;-3;2;2;-3;-3;-3},552,554,746,53076
12a_1175,{-1;2;2;3;-1;3;-1;2;-1;2;-3;2;2},694,774,1030,40812
12a_1176,{1;-2;1;1;-2;-2;-2;-2;-2;1;1;-2},228,230,230,35016
12a_1177,{-1;2;-1;-2;-2;3;3;-2;3;-2;3;3;-2},738,740,940,40928
12a_1178,{1;1;-2;-2;-2;3;1;1;-2;1;-2;-3;-3},714,716,844,46218
12a_1179,{-1;2;-3;4;-1;4;-3;4;-3;-2;4;4;3;-2},2190,2232,2904,61968
12a_1180,{1;-2;1;2;-3;2;2;-3;-3;-3;2;2;-3},636,638,862,43236
12a_1181,{1;-2;1;2;-3;-4;2;2;3;-4;-3;2;2;-3},928,1070,2850,65796
12a_1182,{-1;-1;-1;2;2;3;3;2;-1;2;-3;2;2},478,558,830,49484
12a_1183,{-1;2;2;3;-4;-3;2;2;1;1;2;-3;2;-4},830,940,3124,59804
12a_1184,{-1;3;3;2;2;2;2;-1;2;-3;2;-1;2},682,684,798,51614
12a_1185,{1;-2;-3;4;1;-3;4;2;2;3;-4;3;-2;-3;2;4},1746,1908,9768,301392
12a_1186,{-1;2;2;3;3;2;2;-1;2;-3;2;-1;2},802,996,1314,33518
12a_1187,{1;-2;1;-2;3;-2;1;-2;-2;-3;1;-3;-2},924,958,1446,30156
12a_1188,{1;2;-3;4;-3;4;-2;1;-2;1;-3;-2;4;-3},1918,2080,4756,43088
12a_1189,{-1;4;4;2;-3;2;1;3;1;3;-4;-2;3;-2;3;-2},3760,3964,7808,335820
12a_1190,{-1;2;3;-4;-1;2;2;3;-4;3;-2;3;-4;3},1830,2304,3624,53168
12a_1191,{1;-2;-2;1;-2;1;-2;1;-2;-2;-2;-2},278,280,280,31876
12a_1192,{1;-2;1;-2;3;-2;-3;1;-3;-2;-2;1;-2},652,838,1374,31660
12a_1193,{1;-2;1;-2;1;-2;3;-2;1;-2;-3;-3;-2},874,876,1540,28448
12a_1194,{1;-2;1;2;-3;-3;2;-3;2;-3;2;-3;-3},746,748,1052,37816
12a_1195,{1;-2;-3;1;2;2;-3;2;-3;-4;2;2;3;-4},1650,2032,2716,64232
12a_1196,{-1;2;3;-1;3;2;-1;2;-3;-1;2;-1;2},898,1092,1536,31048
12a_1197,{-1;-1;-1;2;3;3;2;-1;2;-3;2;-1;2},624,784,1148,38498
12a_1198,{-1;3;-4;3;-2;3;4;4;3;-2;3;-2;-1;2},1346,1572,3704,51600
12a_1199,{1;-2;-2;1;-2;1;1;1;-2;1;-2;-2},346,348,348,25300
12a_1200,{1;-2;-3;1;2;-3;-3;2;-3;-3;2;-3;2},876,946,1142,35804
12a_1201,{-1;2;-1;-1;-1;2;-3;2;-1;2;2;3;3},832,834,930,45118
12a_1202,{-1;2;-1;2;-3;-2;4;-3;-2;5;4;-3;4;-5;6;-5;4;6},-2,15804,56224,911496
12a_1203,{1;-2;-2;-2;1;1;-2;1;1;-2;-2;-2},268,270,270,31080
12a_1204,{-1;2;-1;-2;3;-2;-2;-2;3;3;-2;3;3},562,564,756,52824
12a_1205,{-1;2;-1;-2;3;-2;3;-4;2;3;-4;-2;3;-2;3;3},1732,2486,8218,333052
12a_1206,{-1;2;2;3;-4;3;2;-4;2;1;1;2;-3;4;2;-3},2212,3184,8936,320000
12a_1207,{-1;2;-1;2;2;2;-3;2;-1;2;3;3;2},588,590,1034,41534
12a_1208,{-1;-2;3;-2;3;-2;3;4;1;-3;1;4;3;2;-3;2},2734,3080,9528,295172
12a_1209,{-1;-1;-1;2;2;2;-1;2;-1;2;-1;2},322,324,324,27340
12a_1210,{1;-2;1;-2;-2;-2;1;-2;1;-2;-2;-2},294,296,296,31516
12a_1211,{-1;2;-1;-1;2;2;-1;2;-1;2;-1;2},500,502,502,18344
12a_1212,{1;-2;1;-2;1;-2;1;-2;1;1;1;-2},450,452,452,20348
12a_1213,{1;-2;-3;1;2;-3;2;-3;2;-3;2;-3;2},1094,1228,1448,28320
12a_1214,{1;1;1;1;1;-2;1;1;1;1;1;-2},86,88,88,88940
12a_1215,{1;1;1;-2;1;-2;-2;1;1;1;1;-2},222,224,224,37548
12a_1216,{-1;-1;-1;2;-1;2;-1;-3;2;-1;2;3;3},802,804,948,45274
12a_1217,{-1;2;-1;-2;3;-2;3;4;-2;4;3;-2;3;-4},1606,1792,3240,57904
12a_1218,{-1;2;-1;-1;-1;-1;2;2;2;2;-1;2},202,204,204,42420
12a_1219,{1;1;1;-2;1;-2;-2;1;-2;-2;-2;-2},180,182,182,48936
12a_1220,{1;-2;1;-2;-2;-2;-2;1;-2;-2;-2;-2},160,162,162,54744
12a_1221,{1;1;1;-2;1;-2;1;1;-2;1;-2;-2},312,314,314,29560
12a_1222,{1;-2;1;-2;1;-2;1;1;-2;-2;-2;1},424,426,426,20736
12a_1223,{1;1;1;-2;1;1;1;-2;-2;1;1;-2},250,252,252,35292
12a_1224,{1;-2;-3;1;-3;2;2;-3;2;2;2;-3;2},680,778,834,47788
12a_1225,{-1;2;-1;-1;2;2;-1;-1;2;2;-1;2},422,424,424,20836
12a_1226,{1;1;1;-2;-2;-2;1;-2;-2;1;-2;-2},236,238,238,38760
12a_1227,{1;-2;1;-2;1;1;-2;-2;-2;1;-2;-2},344,346,346,26776
12a_1228,{-1;-2;3;-2;-2;3;-2;3;-2;3;-1;3;2},830,900,1216,33512
12a_1229,{-1;-1;2;2;-1;2;-1;-1;2;2;-1;2},400,402,402,21856
12a_1230,{1;-2;1;-2;1;1;-2;-2;1;1;-2;1},460,462,462,19560
12a_1231,{1;-2;1;-2;1;-2;-2;-2;1;1;-2;1},412,414,414,21744
12a_1232,{-1;2;3;-1;3;-2;3;3;-2;3;-2;3;-2},940,990,1126,36476
12a_1233,{1;1;1;-2;1;1;1;1;1;-2;-2;-2},118,120,120,70028
12a_1234,{1;-2;1;2;2;-3;-3;-3;2;2;2;-3;2},516,518,662,55612
12a_1235,{1;-2;1;-2;-2;1;1;1;1;-2;-2;-2},238,240,240,34380
12a_1236,{1;-2;1;2;2;-3;-3;-3;2;-3;2;-3;-3},568,570,730,53292
12a_1237,{1;-2;1;-2;1;3;1;-2;1;-2;-2;-3;-3},968,970,1082,38302
12a_1238,{1;-2;1;-2;1;1;1;1;-2;-2;-2;1},272,274,274,31064
12a_1239,{-1;-1;2;2;-1;2;3;-1;3;2;-3;2;-1},606,770,1178,35254
12a_1240,{-1;-2;3;3;-2;3;-2;3;3;3;-1;3;2},510,540,736,53880
12a_1241,{-1;2;-3;-4;3;-4;2;2;-3;2;-3;1;1;2},1262,1508,3440,53632
12a_1242,{-1;2;3;-1;3;3;3;3;-2;3;3;3;-2},370,376,404,90960
12a_1243,{1;-2;1;2;2;-3;-4;3;-4;2;2;2;-3;2},730,860,2036,91992
12a_1244,{-1;-2;3;-2;3;-2;-2;3;3;3;-1;3;2},558,588,784,48264
12a_1245,{1;-2;1;2;2;-3;-4;3;-4;2;-3;2;-3;-3},898,1036,2580,71288
12a_1246,{1;1;1;-2;1;1;-2;-2;-2;1;1;-2},260,262,262,32808
12a_1247,{-1;2;3;-1;3;-2;3;3;3;-2;3;3;-2},674,700,804,51064
12a_1248,{1;-2;1;-2;1;-2;-2;1;-2;1;-2;-2},462,464,464,20516
12a_1249,{-1;2;-1;-1;2;-1;2;2;-1;2;-1;2},484,486,486,19280
12a_1250,{1;1;-2;-2;1;-2;1;-2;-2;1;1;-2},406,408,408,21388
12a_1251,{-1;-4;-4;-3;2;-3;2;1;4;1;-3;2;-3;2},1786,1964,3230,59048
12a_1252,{-1;2;3;3;2;2;-1;2;-1;-1;-3;2;2},616,842,1108,36784
12a_1253,{1;-2;-2;1;1;-2;1;-2;-2;1;-2;-2},384,386,386,23512
12a_1254,{-1;-1;2;2;-1;2;2;2;-1;-1;-1;2},276,278,278,30288
12a_1255,{1;-2;1;1;1;-2;1;-2;1;1;-2;1},384,386,386,25056
12a_1256,{1;-2;-3;1;-3;-3;2;-3;-3;2;2;-3;2},724,754,830,47644
12a_1257,{1;2;-3;2;-3;2;2;-3;2;2;1;-3;-2},766,848,1248,33464
12a_1258,{1;1;-2;-2;1;-2;1;1;1;-2;-2;-2},258,260,260,32316
12a_1259,{1;-2;-3;1;-3;-3;2;2;-3;-3;2;-3;2},770,840,892,42280
12a_1260,{-1;2;2;2;-1;-1;2;2;-1;-1;-1;2},302,304,304,26820
12a_1261,{-1;-1;-1;2;3;3;2;2;-1;2;-3;2;2},460,634,812,51608
12a_1262,{1;-2;-3;1;-3;2;2;-3;-3;-3;2;-3;2},738,828,900,41776
12a_1263,{1;-2;1;2;-3;2;-3;-4;-4;-3;2;-3;-3;4},1394,1616,2996,59704
12a_1264,{-1;-2;3;3;-2;-2;3;-2;3;3;-1;3;2},622,668,912,42312
12a_1265,{1;-2;-3;-4;1;3;-4;2;2;-3;-3;2;-3;2},1250,1672,3036,57408
12a_1266,{-1;-2;3;4;4;3;3;-2;3;-4;3;-1;3;2},1198,1696,2960,64112
12a_1267,{-1;-2;3;-2;4;-3;4;3;-2;-2;3;-1;3;2},1150,1380,3504,52256
12a_1268,{1;1;1;-2;3;-2;1;-2;-3;1;-3;-2;-2},566,662,950,44974
12a_1269,{-1;2;3;4;-1;-3;4;-2;3;3;-2;-2;3;-2},1166,1564,3068,57624
