knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex,mgr acyclic
12a_1221,{1;1;1;-2;1;-2;1;1;-2;1;-2;-2},314,314,314,29560,yes
12a_1222,{1;-2;1;-2;1;-2;1;1;-2;-2;-2;1},426,426,426,20736,yes
12a_1223,{1;1;1;-2;1;1;1;-2;-2;1;1;-2},252,252,252,35292,yes
12a_1224,{1;-2;-3;1;-3;2;2;-3;2;2;2;-3;2},682,778,834,47788,yes
12a_1225,{-1;2;-1;-1;2;2;-1;-1;2;2;-1;2},424,424,424,20836,yes
12a_1226,{1;1;1;-2;-2;-2;1;-2;-2;1;-2;-2},238,238,238,38760,yes
12a_1227,{1;-2;1;-2;1;1;-2;-2;-2;1;-2;-2},346,346,346,26776,yes
12a_1228,{-1;-2;3;-2;-2;3;-2;3;-2;3;-1;3;2},832,900,1216,33512,yes
12a_1229,{-1;-1;2;2;-1;2;-1;-1;2;2;-1;2},402,402,402,21856,yes
12a_1230,{1;-2;1;-2;1;1;-2;-2;1;1;-2;1},462,462,462,19560,yes
12a_1231,{1;-2;1;-2;1;-2;-2;-2;1;1;-2;1},414,414,414,21744,yes
12a_1232,{-1;2;3;-1;3;-2;3;3;-2;3;-2;3;-2},942,990,1126,36476,yes
12a_1233,{1;1;1;-2;1;1;1;1;1;-2;-2;-2},120,120,120,70028,yes
12a_1234,{1;-2;1;2;2;-3;-3;-3;2;2;2;-3;2},518,518,662,55612,yes
12a_1235,{1;-2;1;-2;-2;1;1;1;1;-2;-2;-2},240,240,240,34380,yes
12a_1236,{1;-2;1;2;2;-3;-3;-3;2;-3;2;-3;-3},570,570,730,53292,yes
12a_1237,{1;-2;1;-2;1;3;1;-2;1;-2;-2;-3;-3},970,970,1082,38302,yes
12a_1238,{1;-2;1;-2;1;1;1;1;-2;-2;-2;1},274,274,274,31064,yes
12a_1239,{-1;-1;2;2;-1;2;3;-1;3;2;-3;2;-1},608,770,1178,35254,yes
12a_1240,{-1;-2;3;3;-2;3;-2;3;3;3;-1;3;2},512,540,736,53880,yes
12a_1241,{-1;2;-3;-4;3;-4;2;2;-3;2;-3;1;1;2},1264,1508,3440,53632,yes
12a_1242,{-1;2;3;-1;3;3;3;3;-2;3;3;3;-2},372,376,404,90960,yes
12a_1243,{1;-2;1;2;2;-3;-4;3;-4;2;2;2;-3;2},732,860,2036,91992,yes
12a_1244,{-1;-2;3;-2;3;-2;-2;3;3;3;-1;3;2},560,588,784,48264,yes
12a_1245,{1;-2;1;2;2;-3;-4;3;-4;2;-3;2;-3;-3},900,1036,2580,71288,yes
12a_1246,{1;1;1;-2;1;1;-2;-2;-2;1;1;-2},262,262,262,32808,yes
12a_1247,{-1;2;3;-1;3;-2;3;3;3;-2;3;3;-2},676,700,804,51064,yes
12a_1248,{1;-2;1;-2;1;-2;-2;1;-2;1;-2;-2},464,464,464,20516,yes
12a_1249,{-1;2;-1;-1;2;-1;2;2;-1;2;-1;2},486,486,486,19280,yes
12a_1250,{1;1;-2;-2;1;-2;1;-2;-2;1;1;-2},408,408,408,21388,yes
12a_1251,{-1;-4;-4;-3;2;-3;2;1;4;1;-3;2;-3;2},1788,1964,3230,59048,yes
12a_1252,{-1;2;3;3;2;2;-1;2;-1;-1;-3;2;2},618,842,1108,36784,yes
12a_1253,{1;-2;-2;1;1;-2;1;-2;-2;1;-2;-2},386,386,386,23512,yes
12a_1254,{-1;-1;2;2;-1;2;2;2;-1;-1;-1;2},278,278,278,30288,yes
12a_1255,{1;-2;1;1;1;-2;1;-2;1;1;-2;1},386,386,386,25056,yes
12a_1256,{1;-2;-3;1;-3;-3;2;-3;-3;2;2;-3;2},726,754,830,47644,yes
12a_1257,{1;2;-3;2;-3;2;2;-3;2;2;1;-3;-2},768,848,1248,33464,yes
12a_1258,{1;1;-2;-2;1;-2;1;1;1;-2;-2;-2},260,260,260,32316,yes
12a_1259,{1;-2;-3;1;-3;-3;2;2;-3;-3;2;-3;2},772,840,892,42280,yes
12a_1260,{-1;2;2;2;-1;-1;2;2;-1;-1;-1;2},304,304,304,26820,yes
12a_1261,{-1;-1;-1;2;3;3;2;2;-1;2;-3;2;2},462,634,812,51608,yes
12a_1262,{1;-2;-3;1;-3;2;2;-3;-3;-3;2;-3;2},740,828,900,41776,yes
12a_1263,{1;-2;1;2;-3;2;-3;-4;-4;-3;2;-3;-3;4},1396,1616,2996,59704,yes
12a_1264,{-1;-2;3;3;-2;-2;3;-2;3;3;-1;3;2},624,668,912,42312,yes
12a_1265,{1;-2;-3;-4;1;3;-4;2;2;-3;-3;2;-3;2},1252,1672,3036,57408,yes
12a_1266,{-1;-2;3;4;4;3;3;-2;3;-4;3;-1;3;2},1200,1696,2960,64112,yes
12a_1267,{-1;-2;3;-2;4;-3;4;3;-2;-2;3;-1;3;2},1152,1380,3504,52256,yes
12a_1268,{1;1;1;-2;3;-2;1;-2;-3;1;-3;-2;-2},568,662,950,44974,yes
12a_1269,{-1;2;3;4;-1;-3;4;-2;3;3;-2;-2;3;-2},1168,1564,3068,57624,yes
12a_1270,{-1;2;2;-1;2;-3;-1;2;-1;2;2;3;3},1038,1038,1158,35398,yes
12a_1271,{1;2;-3;-4;-4;-3;2;-3;2;4;-3;1;-3;-2},1464,1904,3680,50960,yes
12a_1272,{-1;-1;-1;2;-1;2;-3;2;-1;2;2;3;3},766,766,854,49558,yes
12a_1273,{-1;2;-1;-1;-1;-1;-1;2;2;2;2;2},104,104,104,74540,yes
12a_1274,{-1;-1;-1;-1;-1;2;3;3;2;-3;2;-1;2},236,348,552,68040,yes
12a_1275,{-1;2;-3;2;-3;-3;-4;3;-4;-3;2;1;1;2},1000,1004,3016,60720,yes
12a_1276,{1;-2;-3;1;-3;-3;-3;-3;2;2;2;-3;2},416,444,456,78072,yes
12a_1277,{1;-2;-3;1;-3;-3;-4;3;-4;2;2;2;-3;2},1146,1266,1810,96156,yes
12a_1278,{1;-2;3;-4;1;3;-4;2;-4;-4;-4;-4;-3;2},1168,1192,1416,114480,yes
12a_1279,{1;2;3;-4;-5;-5;-4;5;-4;3;-4;2;1;-2;-3},1224,2324,8544,93608,yes
12a_1280,{-1;2;3;-1;3;3;-2;3;-2;4;-2;-2;-3;4},1324,1408,1740,94936,yes
12a_1281,{-1;2;3;4;-1;-3;4;-2;4;-2;4;-2;3;-2},794,942,1786,101628,yes
12a_1282,{-1;2;3;4;5;-1;-3;-4;5;4;-2;-2;-2;3;-2},1492,1844,6212,126744,yes
12a_1283,{1;-2;-2;-2;1;1;1;1;1;-2;-2;-2},154,154,154,49856,yes
12a_1284,{1;-2;1;2;2;-3;-3;-3;2;-3;-3;-3;2},482,482,618,61588,yes
12a_1285,{1;-2;-3;1;-3;-3;2;2;2;-3;-3;-3;2},554,614,642,54828,yes
12a_1286,{1;-2;3;-4;1;-4;-4;3;-4;2;-4;-4;-3;2},1426,1450,1818,98964,yes
12a_1287,{-1;2;-3;4;5;6;-1;-3;-5;6;-2;-4;5;4;3;-2},4404,4740,21940,156888,yes
12a_1288,{-1;-1;-1;2;2;2;-1;-1;-1;2;2;2},184,184,184,43148,yes
12n_1,{1;-4;-2;3;2;2;1;1;-4;3;-2;-2},392,546,960,12976,yes
12n_2,{-1;2;-1;2;3;3;-4;2;2;3;-4;-4},514,584,868,13648,yes
12n_3,{-1;2;-1;2;-3;-3;4;-2;-2;-3;4;4},584,584,868,13648,yes
12n_4,{-1;2;3;-4;-1;3;3;-4;2;-3;2;-4},516,572,1212,10736,yes
12n_5,{-1;2;-1;2;3;-4;-3;4;-3;-4;-2;-4;-2;-3},688,728,2776,65568,yes
12n_6,{-1;2;-1;2;3;4;3;4;3;4;-2;4;-2;-3},328,566,2776,65568,yes
12n_7,{-1;2;3;-1;3;2;-3;4;-3;-3;-3;4},444,564,750,16804,yes
12n_8,{-1;2;-1;2;3;-4;2;2;3;3;3;-4},354,540,798,14884,yes
12n_9,{-1;2;-1;2;-3;4;-2;-2;-3;-3;-3;4},444,540,798,14884,yes
12n_10,{-1;-4;-4;2;-3;2;-4;3;-1;-4;3;2},348,502,1176,11456,yes
12n_11,{-1;2;3;-1;-2;3;2;4;5;-3;-4;5;-4},1152,1288,3032,17632,yes
12n_12,{-1;2;-1;2;3;4;-5;-3;4;2;-5;2;3},920,1356,2656,20008,yes
12n_13,{-1;2;-1;2;-3;-4;5;3;-4;-2;5;-2;-3},1020,1216,2656,20008,yes
12n_14,{-1;-4;3;-4;3;2;2;-3;-3;2;-1;2},716,824,1024,11616,yes
12n_15,{1;-4;3;-4;3;-2;-2;-3;-3;-2;1;-2},548,568,1024,11616,yes
12n_16,{-1;2;-1;2;3;3;2;2;3;-4;3;-4},442,552,960,12080,yes
12n_17,{{1;4;-3;4;-3;-2;-2;3;-4;-4;3;-2;1;-2},1664,2088,3392,54528,yes
12n_18,{-1;2;-1;2;3;3;4;-5;-2;-2;-3;4;-5},1420,1680,2276,21696,yes
12n_19,{-1;2;-1;2;-3;-3;-4;5;2;2;3;-4;5},1940,1940,2276,21696,yes
12n_20,{{-1;2;-1;2;3;-2;1;-2;-2;-3;1;-3;2},352,588,1446,30156,yes
12n_21,{-1;2;3;-1;3;4;2;4;-3;4;-3;4},812,860,1022,11876,yes
12n_22,{-1;2;3;-1;3;-4;2;-4;3;-4;3;-4},742,790,1022,11876,yes
12n_23,{-1;2;-1;2;-3;4;-3;4;3;-2;-2;-3;4;4},744,1046,3020,60224,yes
12n_24,{{-1;2;2;-1;2;1;3;-2;1;-2;-3;-3;2},594,602,1402,30030,yes
12n_25,{-1;2;3;-4;-1;-2;3;4;-3;2;-3;4},440,524,1504,8896,yes
12n_26,{-1;2;-1;2;-3;4;-3;-3;4;-3;4;2;2;3},2472,2472,2904,60624,yes
12n_27,{-1;2;-1;2;-3;-3;2;2;3;4;-3;-3;4;4},1028,1304,2060,78176,yes
12n_28,{-1;-1;-4;3;-4;-2;3;-2;3;-1;2;2},464,608,1032,12320,yes
12n_29,{-1;2;-1;2;-3;4;-3;4;-3;4;2;4;2;3},2488,2488,2776,65568,yes
12n_30,{-1;2;-1;2;-3;-3;2;2;3;4;-3;-3;-3;4},912,1280,1896,86000,yes
12n_31,{-1;2;-1;-3;2;-3;2;-4;3;3;3;-4},672,880,984,12400,yes
12n_32,{-1;2;3;-1;3;4;2;-3;4;-3;-3;4},772,856,1046,11636,yes
12n_33,{-1;2;3;-1;3;-4;2;3;-4;3;3;-4},662,758,1046,11636,yes
12n_34,{-1;2;-1;2;3;3;-4;-2;-4;-2;3;3;-4;-3},916,1056,2276,72336,yes
12n_35,{-1;2;-1;2;3;-4;3;-4;3;-2;-2;3},1024,1104,1184,10464,yes
12n_36,{-1;2;-1;2;-3;4;-3;4;-3;-2;-2;-3},784,784,1184,10464,yes
12n_37,{-1;2;-1;2;3;-4;3;-4;3;2;2;3},714,784,1184,10464,yes
12n_38,{-1;2;-1;2;3;-4;-4;3;-4;-2;-2;3},816,936,1056,12112,yes
12n_39,{-1;2;-1;2;-3;4;4;-3;4;-2;-2;-3},744,744,1056,12112,yes
12n_40,{-1;2;-1;2;3;-4;-4;3;-4;2;2;3},634,744,1056,12112,yes
12n_41,{-1;2;3;-1;-2;-2;-2;3;2;4;-3;4},316,364,936,13120,yes
12n_42,{-1;2;3;-1;-2;3;2;4;-3;4;4;4},428,444,884,14032,yes
12n_43,{-1;2;-1;2;3;-4;2;2;3;-4;-4;-4},338,428,706,17668,yes
12n_44,{-1;2;-1;2;-3;4;-2;-2;-3;4;4;4},428,428,706,17668,yes
12n_45,{-1;2;3;-1;-2;3;2;4;4;-3;4;-3},604,630,1188,10512,yes
12n_46,{-1;2;3;-1;-2;3;2;4;5;-3;-4;5;4},856,888,3032,17632,yes
12n_47,{-1;2;-1;2;3;-4;-5;2;2;3;4;-5;-4},676,856,2408,22072,yes
12n_48,{-1;2;-1;2;-3;4;5;-2;-2;-3;-4;5;4},856,856,2408,22072,yes
12n_49,{1;-2;3;4;-5;1;-2;3;4;-2;-3;4;-5},1952,1952,3484,16288,yes
12n_50,{-1;5;4;-3;4;3;2;2;-3;5;-4;-3;2;-1;2},2224,2488,8608,92568,yes
12n_51,{-1;2;-1;2;-3;-4;5;-3;-2;-2;3;-4;-3;4;5},1604,1704,8032,96952,yes
12n_52,{-1;2;-1;2;-3;-4;-4;-3;-2;-2;3;-4;3;4},858,966,3168,57616,yes
12n_53,{-1;2;-1;2;-3;4;3;3;-2;-2;-3;4;3;3},802,910,2558,69956,yes
12n_54,{-1;2;-3;-3;-2;1;-2;-2;-2;3;1;2;-1},386,390,1218,35014,yes
12n_55,{1;-2;-2;3;-4;1;1;2;2;2;3;-4},660,660,780,14652,yes
12n_56,{-1;-2;-2;3;-4;-1;-1;2;2;2;3;-4},384,560,780,14652,yes
12n_57,{-1;2;-1;2;3;-4;-4;3;-2;-2;3;-4;-3;4},1116,1256,3168,57616,yes
12n_58,{-1;2;-1;2;-3;-4;-4;-3;-2;-2;-3;4;-3;-4},746,884,3168,57616,yes
12n_59,{1;2;2;3;-4;1;1;2;2;2;3;-4},408,560,780,14652,yes
12n_60,{-1;2;2;3;-4;-1;-1;2;2;2;3;-4},564,660,780,14652,yes
12n_61,{-1;2;-1;2;3;-4;-4;3;2;2;3;-4;-3;4},818,1096,3168,57616,yes
12n_62,{-1;2;-1;2;-3;4;4;-3;-3;-3;4;2;2;3},1880,1880,2264,72544,yes
12n_63,{-1;2;2;3;-4;-1;-1;-2;-2;-2;3;-4},612,724,780,14652,yes
12n_64,{-1;2;-1;2;3;4;4;3;3;3;4;-2;-2;-3},672,1048,2264,72544,yes
12n_65,{{-1;2;-1;-2;3;-4;-2;-4;3;-2;3;4;-2;3},988,1404,3268,60728,yes
12n_66,{1;2;2;3;-4;1;1;-2;-2;-2;3;-4},480,658,780,14652,yes
12n_67,{-1;-2;-2;3;-4;-1;-1;-2;-2;-2;3;-4},438,616,780,14652,yes
12n_68,{1;2;2;-3;4;1;1;2;2;-3;2;4},528,720,928,13344,yes
12n_69,{1;2;2;3;-4;1;1;-2;-2;3;-2;-4},576,780,928,13344,yes
12n_70,{1;-2;-2;-3;4;1;1;2;2;-3;2;4},736,848,928,13344,yes
12n_71,{1;2;2;3;-4;1;-4;1;3;-2;-2;-3;-4;2},856,1096,2576,67664,yes
12n_72,{1;2;2;-3;4;1;4;1;-3;2;2;3;4;-2},812,1024,2576,67664,yes
12n_73,{-1;3;-4;3;2;-3;-4;2;-1;-4;-3;2},656,656,1312,9920,yes
